HP:0000001	C0444868	All
HP:0003348	C1849489	Hyperalaninemia
HP:0003349	C1843371	Low cholesterol esterification rates
HP:0003351	C1845206	Decreased circulating renin level
HP:0003352	C4025624	Endopolyploidy on chromosome studies of bone marrow
HP:0003353	C0268579	Propionyl-CoA carboxylase deficiency
HP:0003354	C1848861	Hyperthreoninemia
HP:0003355	C0238621	Aminoaciduria
HP:0003355	C4020843	Aminoaciduria
HP:0003357	C1857652	Thymic hormone decreased
HP:0003358	C4025623	Elevated intracellular cystine
HP:0003359	C1848958	Decreased urinary sulfate
HP:0003361	C0268472	Tryptophanuria
HP:0003362	C4021729	Increased VLDL cholesterol concentration
HP:0003363	C0037221	Abdominal situs inversus
HP:0003365	C0019559	Arthralgia of the hip
HP:0003366	C4025622	Abnormality of the femoral neck or head region
HP:0003367	C4025621	Abnormality of the femoral neck
HP:0003368	C4025620	Abnormality of the femoral head
HP:0003370	C1842155	Flat capital femoral epiphysis
HP:0003371	C1859697	Enlargement of the proximal femoral epiphysis
HP:0003375	C0566888	Narrow greater sacrosciatic notches
HP:0003376	C0427149	Steppage gait
HP:0003378	C1968790	Axonal degeneration/regeneration
HP:0003380	C1858285	Decreased number of peripheral myelinated nerve fibers
HP:0003382	C1832776	Hypertrophic nerve changes
HP:0003383	C1847906	Onion bulb formation
HP:0003384	C4025619	Peripheral axonal atrophy
HP:0003387	C1859606	Decreased number of large peripheral myelinated nerve fibers
HP:0003388	C0424585	Easy fatigability
HP:0003388	C1837098	Easy fatigability
HP:0003390	C1842587	Sensory axonal neuropathy
HP:0003390	C1970883	Sensory axonal neuropathy
HP:0003391	C0234182	Gowers sign
HP:0003391	C0575071	Gowers sign
HP:0003392	C1832277	First dorsal interossei muscle weakness
HP:0003393	C1864715	Thenar muscle atrophy
HP:0003394	C0026821	Muscle cramps
HP:0003396	C0039144	Syringomyelia
HP:0003397	C1853950	Generalized hypotonia due to defect at the neuromuscular junction
HP:0003398	C4020842	Abnormal synaptic transmission at the neuromuscular junction
HP:0003398	C4025618	Abnormal synaptic transmission at the neuromuscular junction
HP:0003400	C1866637	Basal lamina onion bulb formation
HP:0003401	C0030554	Paresthesia
HP:0003402	C1853952	Decreased miniature endplate potentials
HP:0003403	C4020841	EMG
HP:0003403	C4021728	EMG
HP:0003405	C1865417	Diffuse axonal swelling
HP:0003406	C1851414	Peripheral nerve compression
HP:0003409	C1836527	Distal sensory impairment of all modalities
HP:0003411	C1836320	Proximal femoral metaphyseal irregularity
HP:0003413	C4025617	Atlantoaxial abnormality
HP:0003414	C0263905	Atlantoaxial dislocation
HP:0003416	C1861329	Spinal canal stenosis
HP:0003417	C1834954	Coronal cleft vertebrae
HP:0003418	C0004604	Back pain
HP:0003419	C0024031	Low back pain
HP:0003422	C0432163	Vertebral segmentation defect
HP:0003423	C1859335	Thoracolumbar kyphoscoliosis
HP:0003426	C1832278	First dorsal interossei muscle atrophy
HP:0003427	C1832276	Thenar muscle weakness
HP:0003429	C0544820	CNS hypomyelination
HP:0003429	C4025616	CNS hypomyelination
HP:0003431	C1858729	Decreased motor nerve conduction velocity
HP:0003434	C1843859	Sensory ataxic neuropathy
HP:0003435	C1832279	Cold-induced hand cramps
HP:0003436	C1864238	Prolonged miniature endplate currents
HP:0003438	C0558845	Absent Achilles reflex
HP:0003440	C1850558	Horizontal sacrum
HP:0003443	C4025615	Decreased size of nerve terminals
HP:0003444	C4025614	EMG
HP:0003445	C4021727	EMG
HP:0003447	C1832338	Axonal loss
HP:0003448	C1849148	Decreased sensory nerve conduction velocity
HP:0003449	C1861675	Cold-induced muscle cramps
HP:0003450	C1854454	Axonal regeneration
HP:0003451	C4025613	Increased rate of premature chromosome condensation
HP:0003452	C0151900	Increased serum iron
HP:0003453	C1858981	Antineutrophil antibody positivity
HP:0003454	C1858980	Platelet antibody positive
HP:0003455	C1859241	Elevated long chain fatty acids
HP:0003456	C1864105	Low urinary cyclic AMP response to PTH administration
HP:0003457	C0476403	EMG abnormality
HP:0003458	C4021726	EMG
HP:0003459	C4025612	Polyclonal elevation of IgM
HP:0003460	C4025611	Total immunoglobulin A deficiency
HP:0003461	C1836533	Increased urinary O-linked sialopeptides
HP:0003462	C1840013	Elevated 8-dehydrocholesterol
HP:0003463	C1859828	Increased extraneuronal autofluorescent lipopigment
HP:0003464	C1843372	Abnormal cholesterol homeostasis
HP:0003465	C1840014	Elevated 8(9)-cholestenol
HP:0003466	C1968855	Paradoxical increased cortisol secretion on dexamethasone suppression test
HP:0003467	C0410653	Atlantoaxial instability
HP:0003468	C0158775	Abnormal vertebral morphology
HP:0003468	C4020839	Abnormal vertebral morphology
HP:0003468	C4020840	Abnormal vertebral morphology
HP:0003469	C4025610	Peripheral dysmyelination
HP:0003470	C0522224	Paralysis
HP:0003472	C0151940	Hypocalcemic tetany
HP:0003473	C0947912	Fatigable weakness
HP:0003474	C0020580	Sensory impairment
HP:0003477	C0270921	Peripheral axonal neuropathy
HP:0003477	C1263857	Peripheral axonal neuropathy
HP:0003481	C1843077	Segmental peripheral demyelination/remyelination
HP:0003482	C4025609	EMG
HP:0003484	C1698196	Upper limb muscle weakness
HP:0003487	C0034935	Babinski sign
HP:0003489	C1867971	Acute episodes of neuropathic symptoms
HP:0003490	C4025608	Defective dehydrogenation of isovaleryl CoA and butyryl CoA
HP:0003491	C4025607	Elevated urine pyrophosphate
HP:0003492	C4025606	High urinary gonadotropin level
HP:0003493	C0151480	Antinuclear antibody positivity
HP:0003495	C1848920	GM2-ganglioside accumulation
HP:0003496	C1839972	Increased IgM level
HP:0003498	C0878659	Disproportionate short stature
HP:0003498	C1846797	Disproportionate short stature
HP:0003502	C3150077	Mild short stature
HP:0003502	C4020838	Mild short stature
HP:0003508	C0878660	Proportionate short stature
HP:0003510	C0013336	Severe short stature
HP:0003513	C4025605	Reduced ratio of renal calcium clearance to creatinine clearance
HP:0003514	C1844390	Deficiency or absence of cytochrome b(-245)
HP:0003517	C1839271	Birth length greater than 97th percentile
HP:0003521	C1846435	Disproportionate short-trunk short stature
HP:0003524	C1848580	Decreased methionine synthase activity
HP:0003526	C3278626	Orotic acid crystalluria
HP:0003527	C1866498	Hyperprostaglandinuria
HP:0003528	C1868394	Elevated calcitonin
HP:0003529	C4025604	Parathormone-independent increased renal tubular calcium reabsorption
HP:0003530	C4025603	Glutaric acidemia
HP:0003532	C4025602	Ornithinuria
HP:0003533	C4025601	Delayed oxidation of acetaldehyde
HP:0003534	C0268118	Reduced xanthine dehydrogenase activity
HP:0003534	C4025600	Reduced xanthine dehydrogenase activity
HP:0003535	C3696376	3-Methylglutaconic aciduria
HP:0003536	C1853903	Decreased fumarate hydratase activity
HP:0003537	C0221333	Hypouricemia
HP:0003538	C2673363	Increased serum iduronate sulfatase activity
HP:0003538	C4025599	Increased serum iduronate sulfatase activity
HP:0003540	C1855853	Impaired platelet aggregation
HP:0003541	C4025598	Urinary glycosaminoglycan excretion
HP:0003542	C1849488	Increased serum pyruvate
HP:0003546	C0424551	Exercise intolerance
HP:0003547	C0427063	Shoulder girdle muscle weakness
HP:0003547	C0748691	Shoulder girdle muscle weakness
HP:0003548	C4025597	Subsarcolemmal accumulations of abnormally shaped mitochondria
HP:0003549	C4025596	Abnormality of connective tissue
HP:0003550	C1835228	Predominantly lower limb lymphedema
HP:0003551	C0239067	Difficulty climbing stairs
HP:0003552	C0221170	Muscle stiffness
HP:0003554	C1864580	Type 2 muscle fiber atrophy
HP:0003555	C1836057	Muscle fiber splitting
HP:0003557	C1843700	Increased variability in muscle fiber diameter
HP:0003558	C4025595	Viral infection-induced rhabdomyolysis
HP:0003559	C1853701	Muscle hyperirritability
HP:0003560	C0026850	Muscular dystrophy
HP:0003560	C1864711	Muscular dystrophy
HP:0003561	C1855650	Birth length less than 3rd percentile
HP:0003562	C3277127	Abnormal metaphyseal vascular invasion
HP:0003563	C0020597	Decreased LDL cholesterol concentration
HP:0003563	C0853085	Decreased LDL cholesterol concentration
HP:0003564	C1839785	Folate-dependent fragile site at Xq28
HP:0003565	C0151632	Elevated erythrocyte sedimentation rate
HP:0003566	C3150358	Increased serum prostaglandin E2
HP:0003568	C1291611	Decreased glucosephosphate isomerase activity
HP:0003570	C0268119	Molybdenum cofactor deficiency
HP:0003571	C0268579	Propionicacidemia
HP:0003572	C1839532	Low plasma citrulline
HP:0003573	C0741494	Increased total bilirubin
HP:0003574	C4025594	Positive regitine blocking test
HP:0003575	C4025593	Increased intracellular sodium
HP:0003577	C1836142	Congenital onset
HP:0003577	C2752013	Congenital onset
HP:0003581	C1853562	Adult onset
HP:0003584	C4025592	Late onset
HP:0003587	C0332164	Insidious onset
HP:0003587	C1298634	Insidious onset
HP:0003593	C1848924	Infantile onset
HP:0003596	C1969363	Middle age onset
HP:0003606	C4025591	Absent urinary urothione
HP:0003607	C1848680	4-Hydroxyphenylacetic aciduria
HP:0003609	C4025590	Foam cells with lamellar inclusion bodies
HP:0003610	C1835008	Fibroblast metachromasia
HP:0003612	C4025589	Positive ferric chloride test
HP:0003613	C4019436	Antiphospholipid antibody positivity
HP:0003614	C0342739	Trimethylaminuria
HP:0003616	C1849316	Premature separation of centromeric heterochromatin
HP:0003621	C4025588	Juvenile onset
HP:0003623	C1855106	Neonatal onset
HP:0003634	C0432185	Amyoplasia
HP:0003635	C1837764	Loss of subcutaneous adipose tissue in limbs
HP:0003637	C4025587	Reduced 4-Hydroxyphenylpyruvate dioxygenase activity
HP:0003639	C1868393	Elevated urinary epinephrine
HP:0003640	C1843373	Foam cells in visceral organs and CNS
HP:0003641	C0019048	Hemoglobinuria
HP:0003642	C1837899	Type I transferrin isoform profile
HP:0003643	C0268624	Sulfite oxidase deficiency
HP:0003645	C0240671	Prolonged partial thromboplastin time
HP:0003646	C1839865	Bicarbonaturia
HP:0003647	C4025586	Electron transfer flavoprotein-ubiquinone oxidoreductase defect
HP:0003648	C4025585	Lacticaciduria
HP:0003649	C4025584	Abnormality of glycoside metabolism
HP:0003651	C0016390	Foam cells
HP:0003652	C1838877	Recurrent myoglobinuria
HP:0003653	C4025583	Cellular metachromasia
HP:0003654	C1959620	Reduced dihydropyrimidine dehydrogenase activity
HP:0003654	C4025582	Reduced dihydropyrimidine dehydrogenase activity
HP:0003655	C4021725	Reduced activity of N-acetylglucosaminyltransferase II
HP:0003656	C1842710	Decreased beta-glucocerebrosidase protein and activity
HP:0003657	C1859833	Granular osmiophilic deposits (GROD) in cells
HP:0003658	C1848555	Hypomethioninemia
HP:0003665	C4025581	Amyotrophy of the musculature of the pelvis
HP:0003674	C0206132	Onset
HP:0003676	C0205329	Progressive
HP:0003676	C1864985	Progressive
HP:0003677	C1854494	Slow progression
HP:0003678	C1838681	Rapidly progressive
HP:0003678	C1850776	Rapidly progressive
HP:0003679	C4025580	Pace of progression
HP:0003680	C3839460	Nonprogressive
HP:0003682	C1970284	Variable progression rate
HP:0003683	C4025579	Large beaked nose
HP:0003687	C1842170	Centrally nucleated skeletal muscle fibers
HP:0003688	C4021724	Cytochrome C oxidase-negative muscle fibers
HP:0003689	C3277376	Multiple mitochondrial DNA deletions
HP:0003690	C0587246	Limb muscle weakness
HP:0003691	C0240953	Scapular winging
HP:0003691	C4072849	Scapular winging
HP:0003693	C1848736	Distal amyotrophy
HP:0003694	C4025578	Late-onset proximal muscle weakness
HP:0003696	C4025577	Absent epiphysis of the distal phalanx of the 5th finger
HP:0003697	C1842162	Scapuloperoneal amyotrophy
HP:0003698	C0241237	Difficulty standing
HP:0003700	C1389113	Generalized amyotrophy
HP:0003701	C0221629	Proximal muscle weakness
HP:0003701	C1838869	Proximal muscle weakness
HP:0003704	C1842161	Scapuloperoneal weakness
HP:0003707	C1839666	Calf muscle pseudohypertrophy
HP:0003710	C1855578	Exercise-induced muscle cramps
HP:0003712	C2265792	Skeletal muscle hypertrophy
HP:0003713	C1850848	Muscle fiber necrosis
HP:0003715	C2678065	Myofibrillar myopathy
HP:0003716	C1837799	Generalized muscular appearance from birth
HP:0003717	C1859442	Minimal subcutaneous fat
HP:0003719	C1853702	Muscle mounding
HP:0003720	C3805639	Generalized muscle hypertrophy
HP:0003722	C1843637	Neck flexor weakness
HP:0003724	C1847766	Shoulder girdle muscle atrophy
HP:0003725	C1850656	Firm muscles
HP:0003729	C3806660	Enteroviral dermatomyositis syndrome
HP:0003730	C4020837	EMG
HP:0003730	C4025576	EMG
HP:0003731	C0577655	Quadriceps muscle weakness
HP:0003733	C1846674	Thigh hypertrophy
HP:0003736	C0544966	Autophagic vacuoles
HP:0003737	C0162670	Mitochondrial myopathy
HP:0003738	C1850830	Exercise-induced myalgia
HP:0003739	C3806442	Myoclonic spasms
HP:0003740	C4025575	Myotonia with warm-up phenomenon
HP:0003741	C0699743	Congenital muscular dystrophy
HP:0003743	C0600498	Genetic anticipation
HP:0003744	C1834002	Genetic anticipation with paternal anticipation bias
HP:0003744	C4025574	Genetic anticipation with paternal anticipation bias
HP:0003745	C1853237	Sporadic
HP:0003749	C0427064	Pelvic girdle muscle weakness
HP:0003750	C0242979	Increased muscle fatiguability
HP:0003750	C4025573	Increased muscle fatiguability
HP:0003752	C4025572	Episodic flaccid weakness
HP:0003755	C4025571	Type 1 fibers relatively smaller than type 2 fibers
HP:0003756	C1533847	Skeletal myopathy
HP:0003758	C0424631	Reduced subcutaneous adipose tissue
HP:0003758	C1857657	Reduced subcutaneous adipose tissue
HP:0003759	C4025570	Hypoplasia of lymphatic vessels
HP:0003760	C4280804	Percussion-induced rapid rolling muscle contractions
HP:0003761	C0006663	Calcinosis
HP:0003762	C0152240	Uterus didelphys
HP:0003762	C0266393	Uterus didelphys
HP:0003763	C0006325	Bruxism
HP:0003764	C0027960	Nevus
HP:0003764	C0027962	Nevus
HP:0003765	C0033860	Psoriasiform dermatitis
HP:0003768	C1279412	Periodic paralysis
HP:0003771	C1527284	Pulp stones
HP:0003771	C4280259	Pulp stones
HP:0003771	C4280546	Pulp stones
HP:0003774	C2316810	Stage 5 chronic kidney disease
HP:0003777	C0263491	Pili torti
HP:0003778	C1841648	Short mandibular rami
HP:0003778	C4280545	Short mandibular rami
HP:0003779	C1844509	Antegonial notching of mandible
HP:0003781	C0013132	Excessive salivation
HP:0003781	C0037036	Excessive salivation
HP:0003782	C4025569	Eunuchoid habitus
HP:0003783	C1970461	Externally rotated/abducted legs
HP:0003784	C1970463	Type 1 collagen overmodification
HP:0003785	C4280803	Decreased CSF homovanillic acid
HP:0003787	C4025568	Type 1 and type 2 muscle fiber minicore regions
HP:0003789	C1850674	Minicore myopathy
HP:0003791	C1853934	Deposits immunoreactive to beta-amyloid protein
HP:0003795	C4021723	Short middle phalanx of toe
HP:0003796	C1855180	Irregular iliac crest
HP:0003797	C1404521	Limb-girdle muscle atrophy
HP:0003797	C1842552	Limb-girdle muscle atrophy
HP:0003798	C3808039	Nemaline bodies
HP:0003799	C1868549	Marked delay in bone age
HP:0003800	C4025566	Muscle abnormality related to mitochondrial dysfunction
HP:0003803	C1854387	Type 1 muscle fiber predominance
HP:0003805	C1853932	Rimmed vacuoles
HP:0003808	C0852413	Abnormal muscle tone
HP:0003809	C1837797	Reduced intrathoracic adipose tissue
HP:0003810	C4025565	Late-onset distal muscle weakness
HP:0003811	C0410916	Neonatal death
HP:0003812	C1837514	Phenotypic variability
HP:0003812	C1839039	Phenotypic variability
HP:0003812	C1850667	Phenotypic variability
HP:0003812	C1866210	Phenotypic variability
HP:0003819	C1843392	Death in childhood
HP:0003826	C0015927	Stillbirth
HP:0003826	C0595939	Stillbirth
HP:0003828	C1861403	Variable expressivity
HP:0003828	C1866862	Variable expressivity
HP:0003829	C1836598	Incomplete penetrance
HP:0003831	C1835978	Age-dependent penetrance
HP:0003832	C4025564	Abnormality of the tibial plateaux
HP:0003833	C4025563	Laterally deficient tibial plateaux
HP:0003834	C0037005	Shoulder dislocation
HP:0003835	C0434744	Shoulder subluxation
HP:0003836	C4025562	Stippled calcification of the shoulder
HP:0003837	C4025561	Soft-tissue ossification around the shoulders
HP:0003839	C4021722	Abnormality of upper limb epiphysis morphology
HP:0003840	C4025560	Delayed upper limb epiphyseal ossification
HP:0003840	C4280544	Delayed upper limb epiphyseal ossification
HP:0003841	C4025559	Fragmented epiphyses of the upper limbs
HP:0003842	C4025558	Irregular epiphyses of the upper limbs
HP:0003843	C4025557	Round epiphyses of the upper limbs
HP:0003844	C4025556	Small epiphyses of the upper limbs
HP:0003846	C4020913	Wide epiphyseal plates of the upper limbs
HP:0003848	C4025555	Cupped metaphyses of the upper limbs
HP:0003849	C4021721	Flared upper limb metaphysis
HP:0003850	C4021720	Upper-limb metaphyseal irregularity
HP:0003851	C4025554	Lytic defects in metaphyses of the upper limbs
HP:0003852	C4025553	Normal density transverse bands in metaphyses of the upper limbs
HP:0003853	C4025552	Sclerosis with transverse striations in metaphyses of the upper limbs
HP:0003854	C4025551	Sclerosis of metaphyses of the upper limbs
HP:0003855	C4025550	Spurred metaphyses of the upper limbs
HP:0003856	C4021719	Upper limb metaphyseal widening
HP:0003858	C4025549	Cortical diaphyseal irregularity of the upper limbs
HP:0003859	C4025548	Cortical diaphyseal thickening of the upper limbs
HP:0003860	C4025547	Diaphyseal sclerosis of the upper limbs
HP:0003861	C4021718	Broad diaphyses of the upper limbs
HP:0003862	C2678399	Absent humerus
HP:0003863	C4025546	Angulated humerus
HP:0003864	C4025545	Bifid humerus
HP:0003865	C1859460	Bowed humerus
HP:0003866	C4025544	Coarse humeral trabeculae
HP:0003867	C4025543	Humeral cortical irregularity
HP:0003868	C4025542	Humeral cortical thickening
HP:0003869	C4025541	Humeral cortical thinning
HP:0003870	C4025540	Crumpled humerus
HP:0003871	C4025539	Deformed humerus
HP:0003872	C4025538	Humeral exostoses
HP:0003874	C4025537	Humerus varus
HP:0003875	C4025536	Humeral lytic defects
HP:0003876	C4025535	Osteoporotic humerus
HP:0003877	C4025534	Oval transradiancy of humerus
HP:0003878	C4025533	Periosteal new bone of humerus
HP:0003879	C4025532	Humeral pseudarthrosis
HP:0003880	C4021717	Sclerotic foci of the humerus
HP:0003881	C4021716	Humeral sclerosis
HP:0003882	C4021851	Slender humerus
HP:0003883	C4025531	Tapered humerus
HP:0003884	C4025530	Triangular humerus
HP:0003885	C4025529	Undermodeled humerus
HP:0003886	C4021715	Wide humerus
HP:0003887	C4025528	Abnormality of the humeral heads
